7,7,357
7,10,114
7,12,110
7,18,114
7,19,114
7,21,110
7,37,116
7,42,350
7,74,114
7,89,114
7,93,114
7,102,114
7,107,117
7,113,357
7,145,116
7,148,348
7,151,357
7,152,147
7,156,114
7,161,147
7,187,114
7,188,117
7,195,382
7,197,116
7,206,147
7,213,116
7,218,114
7,255,357
7,256,114
7,260,114
7,267,114
7,277,116
7,280,114
7,293,147
7,322,348
7,324,114
7,326,381
7,328,348
7,329,114
7,330,350
7,334,348
7,338,114
7,342,114
7,346,357
7,347,382
7,352,114
7,355,348
7,358,348
7,359,117
7,361,114
7,362,114
7,363,114
7,364,114
7,365,147
7,368,147
7,371,357
7,372,114
7,373,116
7,376,114
7,402,126
7,406,114
7,407,114
7,408,114
10,7,114
10,10,115
10,12,110
10,18,115
10,19,115
10,21,385
10,37,350
10,42,114
10,74,115
10,89,115
10,93,115
10,102,288
10,107,117
10,113,382
10,145,357
10,148,115
10,151,117
10,152,115
10,156,350
10,161,375
10,187,115
10,188,110
10,195,270
10,197,375
10,206,288
10,213,115
10,218,115
10,255,115
10,256,409
10,260,375
10,267,147
10,277,409
10,280,114
10,293,375
10,322,288
10,324,350
10,326,409
10,328,115
10,329,115
10,330,375
10,334,288
10,338,115
10,342,115
10,346,375
10,347,409
10,352,350
10,355,147
10,358,288
10,359,117
10,361,115
10,362,115
10,363,115
10,364,114
10,365,375
10,368,115
10,371,114
10,372,375
10,373,350
10,376,115
10,402,126
10,406,115
10,407,115
10,408,115
11,11,272
11,13,405
11,16,81
11,31,405
11,33,215
11,41,95
11,43,95
11,46,279
11,48,14
11,51,186
11,52,273
11,53,28
11,67,95
11,69,108
11,78,14
11,80,14
11,82,14
11,83,261
11,84,14
11,85,311
11,86,228
11,99,100
11,101,208
11,104,189
11,120,29
11,121,207
11,123,211
11,157,95
11,163,186
11,167,405
11,182,210
11,183,321
11,191,186
11,194,185
11,205,95
11,224,29
11,225,14
11,231,112
11,257,95
11,258,14
11,259,95
11,269,208
11,275,207
11,315,14
11,316,29
11,319,405
11,327,32
11,331,272
11,332,28
11,333,405
11,367,405
11,403,45
12,7,110
12,10,110
12,12,356
12,18,110
12,19,375
12,21,117
12,37,110
12,42,110
12,74,356
12,89,375
12,93,375
12,102,125
12,107,356
12,113,110
12,145,110
12,148,384
12,151,117
12,152,125
12,156,110
12,161,348
12,187,375
12,188,384
12,195,110
12,197,110
12,206,348
12,213,110
12,218,385
12,255,110
12,256,110
12,260,110
12,267,125
12,277,110
12,280,110
12,293,384
12,322,125
12,324,110
12,326,110
12,328,384
12,329,375
12,330,110
12,334,196
12,338,384
12,342,117
12,346,117
12,347,110
12,352,110
12,355,110
12,358,384
12,359,385
12,361,375
12,362,110
12,363,375
12,364,110
12,365,110
12,368,384
12,371,110
12,372,110
12,373,110
12,376,127
12,402,110
12,406,110
12,407,375
12,408,110
13,11,405
13,13,29
13,16,272
13,31,144
13,33,211
13,41,405
13,43,90
13,46,366
13,48,14
13,51,208
13,52,273
13,53,49
13,67,192
13,69,186
13,78,47
13,80,154
13,82,378
13,83,354
13,84,14
13,85,272
13,86,109
13,99,32
13,101,321
13,104,81
13,120,133
13,121,405
13,123,108
13,157,28
13,163,208
13,167,28
13,182,210
13,183,215
13,191,208
13,194,279
13,205,272
13,224,28
13,225,14
13,231,278
13,257,62
13,258,378
13,259,159
13,269,321
13,275,405
13,315,14
13,316,133
13,319,28
13,327,28
13,331,405
13,332,272
13,333,29
13,367,144
13,403,272
14,14,342
14,28,218
14,29,342
14,32,161
14,38,74
14,39,338
14,45,338
14,47,406
14,49,376
14,58,338
14,62,89
14,68,7
14,79,21
14,81,7
14,87,376
14,88,407
14,90,338
14,91,376
14,92,18
14,94,362
14,95,408
14,98,368
14,100,152
14,103,74
14,105,107
14,108,7
14,109,7
14,112,7
14,133,74
14,137,7
14,144,7
14,150,359
14,154,93
14,159,376
14,160,18
14,185,7
14,186,7
14,189,7
14,192,338
14,193,107
14,207,355
14,208,7
14,210,7
14,211,7
14,212,7
14,215,7
14,228,7
14,261,7
14,271,363
14,272,376
14,273,342
14,276,74
14,278,7
14,279,7
14,311,195
14,313,346
14,321,7
14,337,7
14,345,338
14,354,7
14,366,7
14,378,74
14,404,376
14,405,74
16,11,81
16,13,272
16,16,81
16,31,211
16,33,228
16,41,92
16,43,210
16,46,68
16,48,144
16,51,321
16,52,68
16,53,186
16,67,154
16,69,68
16,78,210
16,80,38
16,82,154
16,83,354
16,84,210
16,85,337
16,86,215
16,99,186
16,101,108
16,104,279
16,120,32
16,121,186
16,123,211
16,157,154
16,163,109
16,167,261
16,182,337
16,183,208
16,191,366
16,194,228
16,205,38
16,224,14
16,225,137
16,231,212
16,257,154
16,258,210
16,259,278
16,269,81
16,275,186
16,315,14
16,316,32
16,319,337
16,327,186
16,331,212
16,332,337
16,333,81
16,367,208
16,403,279
18,7,114
18,10,115
18,12,110
18,18,115
18,19,115
18,21,385
18,37,357
18,42,114
18,74,127
18,89,115
18,93,115
18,102,288
18,107,117
18,113,270
18,145,350
18,148,115
18,151,117
18,152,115
18,156,357
18,161,375
18,187,115
18,188,110
18,195,382
18,197,116
18,206,288
18,213,409
18,218,375
18,255,409
18,256,115
18,260,116
18,267,147
18,277,115
18,280,114
18,293,375
18,322,288
18,324,357
18,326,126
18,328,115
18,329,115
18,330,116
18,334,288
18,338,375
18,342,383
18,346,375
18,347,126
18,352,357
18,355,147
18,358,288
18,359,117
18,361,115
18,362,115
18,363,115
18,364,114
18,365,375
18,368,115
18,371,114
18,372,116
18,373,357
18,376,409
18,402,409
18,406,115
18,407,115
18,408,115
19,7,114
19,10,115
19,12,375
19,18,115
19,19,115
19,21,384
19,37,375
19,42,114
19,74,383
19,89,115
19,93,115
19,102,375
19,107,356
19,113,409
19,145,116
19,148,288
19,151,409
19,152,115
19,156,375
19,161,125
19,187,115
19,188,375
19,195,126
19,197,409
19,206,375
19,213,357
19,218,127
19,255,357
19,256,350
19,260,409
19,267,196
19,277,350
19,280,114
19,293,348
19,322,147
19,324,375
19,326,375
19,328,115
19,329,115
19,330,409
19,334,375
19,338,127
19,342,409
19,346,117
19,347,375
19,352,375
19,355,196
19,358,375
19,359,409
19,361,115
19,362,115
19,363,115
19,364,114
19,365,348
19,368,115
19,371,114
19,372,409
19,373,375
19,376,375
19,402,381
19,406,115
19,407,115
19,408,115
21,7,110
21,10,385
21,12,117
21,18,385
21,19,384
21,21,384
21,37,110
21,42,110
21,74,110
21,89,409
21,93,356
21,102,348
21,107,117
21,113,110
21,145,110
21,148,196
21,151,384
21,152,348
21,156,110
21,161,147
21,187,384
21,188,385
21,195,110
21,197,110
21,206,384
21,213,110
21,218,110
21,255,110
21,256,110
21,260,110
21,267,117
21,277,110
21,280,110
21,293,385
21,322,348
21,324,110
21,326,110
21,328,196
21,329,409
21,330,110
21,334,125
21,338,110
21,342,110
21,346,384
21,347,110
21,352,110
21,355,288
21,358,196
21,359,356
21,361,409
21,362,385
21,363,384
21,364,110
21,365,288
21,368,196
21,371,110
21,372,110
21,373,110
21,376,110
21,402,110
21,406,117
21,407,115
